"","V1","V2","V3","V4","V5","V6"
"1",0,2.98039617481345,0,0,0,0
"2",0,0,3.55847586665487,0,0,0
"3",0,0,2.51911544227886,0,0,0
"4",0,0,0,0,0,0
"5",0,0,0,0,0,1.96169390826051
"6",0,0,0,0,0,0
