"","V1","V2","V3","V4","V5","V6"
"1",0,0,0,0,0,0
"2",0,4.47906014538419,3.11414673536668,0,0,0
"3",0,0,5.84203873723322,0,0,0
"4",0,0,0,2.28235312834564,3.22617685906108,0
"5",0,0,0,2.17007412044467,0,3.27450128741246
"6",0,0,0,0,0,2.57934382062591
