"","V1","V2","V3","V4","V5"
"1",0.382716049382716,0.326818675352877,0.163346613545817,0,0
"2",0,0.449275362318841,0.285714285714286,0.0117647058823529,0
"3",0.163346613545817,0,0,0.421052631578947,0.878787878787879
"4",0.313593539703903,0,0,0.553530751708428,0.515151515151515
"5",0,0.131313131313131,0,0.515151515151515,0
