"","V1","V2","V3","V4","V5","V6"
"1",0.5,0.781818181818182,0.12621359223301,0,0,0
"2",0,0.454038997214485,0.698604651162791,0,0,0
"3",0,0,0.513877207737595,0,0.346938775510204,0
"4",0,0.088659793814433,0,0.441860465116279,0.40952380952381,0
"5",0.501187648456057,0.0745272525027809,0,0.133858267716535,0.037037037037037,0.56
"6",0,0,0,0,0.182879377431907,0.525925925925926
